	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
5365	one_class_svm	savee	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.77	0.87	0.5	0.23	90.0	2.0	28.0	0.0	0.95	0.99
5366	one_class_svm	savee	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.8	0.9
5367	one_class_svm	savee	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.39	0.39	0.39	0.06	23.0	24.0	6.0	67.0	0.47	0.77
5368	one_class_svm	savee	none	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.87	0.95
5369	one_class_svm	savee	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.87	0.58	0.31	89.0	5.0	25.0	1.0	0.95	0.98
5370	one_class_svm	savee	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.83	0.91
5371	one_class_svm	savee	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.39	0.35	0.39	0.13	20.0	27.0	3.0	70.0	0.52	0.8
5372	one_class_svm	savee	none	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.85	0.72	0.45	75.0	19.0	11.0	15.0	0.82	0.93
5373	one_class_svm	savee	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.79	0.72	0.55	60.0	29.0	1.0	30.0	0.85	0.95
5374	one_class_svm	savee	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.85	0.72	0.45	75.0	19.0	11.0	15.0	0.81	0.93
5375	one_class_svm	savee	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.28	0.16	0.27	-0.06	8.0	26.0	4.0	82.0	0.42	0.71
5376	one_class_svm	ravdess	robust	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.75	0.85	0.47	-0.01	220.0	4.0	16.0	60.0	0.5	0.94
5377	one_class_svm	ravdess	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.61	0.74	0.47	0.18	169.0	15.0	5.0	111.0	0.77	0.98
5378	one_class_svm	ravdess	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.73	0.84	0.47	-0.02	216.0	4.0	16.0	64.0	0.5	0.94
5379	one_class_svm	ravdess	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.48	0.63	0.36	-0.08	136.0	7.0	13.0	144.0	0.47	0.93
5380	one_class_svm	ravdess	robust	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.66	0.79	0.45	-0.01	193.0	6.0	14.0	87.0	0.52	0.94
5381	one_class_svm	ravdess	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.61	0.74	0.48	0.2	168.0	16.0	4.0	112.0	0.72	0.98
5382	one_class_svm	ravdess	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.63	0.77	0.43	-0.02	183.0	6.0	14.0	97.0	0.5	0.94
5383	one_class_svm	ravdess	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.44	0.59	0.36	-0.01	122.0	11.0	9.0	158.0	0.48	0.94
5384	one_class_svm	ravdess	standard	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.87	0.93	0.51	0.02	258.0	2.0	18.0	22.0	0.59	0.95
5385	one_class_svm	ravdess	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.54	0.67	0.44	0.21	143.0	18.0	2.0	137.0	0.8	0.98
5386	one_class_svm	ravdess	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.86	0.92	0.5	0.01	255.0	2.0	18.0	25.0	0.59	0.95
5387	one_class_svm	ravdess	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.47	0.62	0.36	-0.04	131.0	9.0	11.0	149.0	0.47	0.93
5388	one_class_svm	ravdess	standard	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.8	0.88	0.51	0.06	234.0	5.0	15.0	46.0	0.6	0.96
5389	one_class_svm	ravdess	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.54	0.68	0.44	0.16	147.0	16.0	4.0	133.0	0.73	0.98
5390	one_class_svm	ravdess	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.87	0.5	0.04	228.0	5.0	15.0	52.0	0.58	0.96
5391	one_class_svm	ravdess	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.44	0.59	0.35	-0.01	121.0	11.0	9.0	159.0	0.48	0.94
5392	one_class_svm	ravdess	none	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.92	0.96	0.52	0.05	274.0	1.0	19.0	6.0	0.66	0.97
5393	one_class_svm	ravdess	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.67	0.8	0.48	0.1	192.0	10.0	10.0	88.0	0.7	0.98
5394	one_class_svm	ravdess	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.91	0.95	0.51	0.04	273.0	1.0	19.0	7.0	0.59	0.95
5395	one_class_svm	ravdess	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.52	0.68	0.38	-0.08	151.0	6.0	14.0	129.0	0.47	0.93
5396	one_class_svm	ravdess	none	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.14	0.17	0.14	-0.12	27.0	15.0	5.0	253.0	0.49	0.93
5397	one_class_svm	ravdess	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.32	0.43	0.29	0.07	78.0	17.0	3.0	202.0	0.5	0.95
5398	one_class_svm	ravdess	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.14	0.17	0.14	-0.12	27.0	15.0	5.0	253.0	0.48	0.93
5399	one_class_svm	ravdess	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.25	0.33	0.23	0.06	56.0	18.0	2.0	224.0	0.55	0.95
5400	one_class_svm	savee	robust	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.86	0.66	0.35	83.0	11.0	19.0	7.0	0.81	0.9
5401	one_class_svm	savee	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.82	0.89	0.7	0.48	88.0	11.0	19.0	2.0	0.95	0.98
5402	one_class_svm	savee	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.77	0.85	0.64	0.3	82.0	10.0	20.0	8.0	0.81	0.9
5403	one_class_svm	savee	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.35	0.28	0.34	0.08	15.0	27.0	3.0	75.0	0.63	0.83
5404	one_class_svm	savee	robust	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.81	0.88	0.73	0.46	81.0	16.0	14.0	9.0	0.81	0.9
5405	one_class_svm	savee	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.87	0.55	0.26	89.0	4.0	26.0	1.0	0.96	0.99
5406	one_class_svm	savee	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.81	0.88	0.73	0.46	81.0	16.0	14.0	9.0	0.8	0.89
5407	one_class_svm	savee	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.37	0.31	0.36	0.1	17.0	27.0	3.0	73.0	0.48	0.77
5408	one_class_svm	savee	standard	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.46	0.03	88.0	1.0	29.0	2.0	0.79	0.9
5409	one_class_svm	savee	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.8	0.88	0.62	0.39	89.0	7.0	23.0	1.0	0.95	0.99
5410	one_class_svm	savee	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.48	0.07	87.0	2.0	28.0	3.0	0.78	0.89
5411	one_class_svm	savee	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.37	0.31	0.36	0.1	17.0	27.0	3.0	73.0	0.58	0.81
5412	one_class_svm	savee	standard	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.76	0.86	0.51	0.17	88.0	3.0	27.0	2.0	0.82	0.91
5413	one_class_svm	savee	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.77	0.87	0.5	0.23	90.0	2.0	28.0	0.0	0.95	0.99
5414	one_class_svm	savee	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.48	0.07	87.0	2.0	28.0	3.0	0.8	0.9
5415	one_class_svm	savee	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.39	0.39	0.39	0.06	23.0	24.0	6.0	67.0	0.47	0.77
5416	one_class_svm	savee	none	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.87	0.95
5417	one_class_svm	savee	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.78	0.87	0.58	0.31	89.0	5.0	25.0	1.0	0.95	0.98
5418	one_class_svm	savee	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.83	0.91
5419	one_class_svm	savee	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.39	0.35	0.39	0.13	20.0	27.0	3.0	70.0	0.52	0.8
5420	one_class_svm	savee	none	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.5	0.75
5421	one_class_svm	savee	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.93	0.98
5422	one_class_svm	savee	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.5	0.75
5423	one_class_svm	savee	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.47	0.48	0.47	0.19	30.0	26.0	4.0	60.0	0.67	0.82
5424	one_class_svm	ravdess	robust	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.69	0.81	0.47	0.04	201.0	7.0	13.0	79.0	0.5	0.94
5425	one_class_svm	ravdess	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.47	0.61	0.4	0.2	122.0	19.0	1.0	158.0	0.67	0.97
5426	one_class_svm	ravdess	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.67	0.8	0.46	0.02	194.0	7.0	13.0	86.0	0.5	0.94
5427	one_class_svm	ravdess	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.44	0.6	0.35	-0.03	123.0	10.0	10.0	157.0	0.47	0.93
5428	one_class_svm	ravdess	robust	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.69	0.81	0.45	-0.02	201.0	5.0	15.0	79.0	0.52	0.94
5429	one_class_svm	ravdess	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.49	0.63	0.4	0.14	132.0	16.0	4.0	148.0	0.57	0.96
5430	one_class_svm	ravdess	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.67	0.8	0.44	-0.03	195.0	5.0	15.0	85.0	0.5	0.94
5431	one_class_svm	ravdess	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.34	0.47	0.29	0.01	87.0	14.0	6.0	193.0	0.5	0.94
5432	one_class_svm	ravdess	standard	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.83	0.91	0.51	0.02	246.0	3.0	17.0	34.0	0.58	0.95
5433	one_class_svm	ravdess	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.39	0.51	0.34	0.16	97.0	19.0	1.0	183.0	0.61	0.96
5434	one_class_svm	ravdess	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.82	0.9	0.5	0.02	244.0	3.0	17.0	36.0	0.58	0.95
5435	one_class_svm	ravdess	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.45	0.6	0.35	-0.05	126.0	9.0	11.0	154.0	0.47	0.93
5436	one_class_svm	ravdess	standard	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.74	0.85	0.5	0.07	216.0	7.0	13.0	64.0	0.6	0.96
5437	one_class_svm	ravdess	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.47	0.62	0.39	0.1	127.0	15.0	5.0	153.0	0.54	0.96
5438	one_class_svm	ravdess	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.73	0.84	0.49	0.06	212.0	7.0	13.0	68.0	0.58	0.96
5439	one_class_svm	ravdess	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.38	0.52	0.32	-0.02	102.0	12.0	8.0	178.0	0.48	0.94
5440	one_class_svm	ravdess	none	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.9	0.95	0.51	0.02	270.0	1.0	19.0	10.0	0.66	0.97
5441	one_class_svm	ravdess	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.61	0.74	0.47	0.18	169.0	15.0	5.0	111.0	0.72	0.98
5442	one_class_svm	ravdess	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.9	0.95	0.51	0.02	270.0	1.0	19.0	10.0	0.59	0.96
5443	one_class_svm	ravdess	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.48	0.64	0.36	-0.08	137.0	7.0	13.0	143.0	0.47	0.93
5444	one_class_svm	ravdess	none	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.54	0.94
5445	one_class_svm	ravdess	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.93	0.97	0.53	0.14	279.0	1.0	19.0	1.0	0.76	0.98
5446	one_class_svm	ravdess	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.57	0.94
5447	one_class_svm	ravdess	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": ""auto"", ""kernel"": ""rbf"", ""nu"": 0.05}"	0.31	0.43	0.28	0.02	79.0	15.0	5.0	201.0	0.56	0.95
5448	one_class_svm	savee	robust	True	all	all	False	"{""mode"": ""all""}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.77	0.86	0.62	0.28	83.0	9.0	21.0	7.0	0.81	0.9
5449	one_class_svm	savee	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.62	0.67	0.61	0.39	46.0	28.0	2.0	44.0	0.79	0.91
5450	one_class_svm	savee	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.76	0.85	0.62	0.26	82.0	9.0	21.0	8.0	0.8	0.9
5451	one_class_svm	savee	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.35	0.25	0.34	0.15	13.0	29.0	1.0	77.0	0.67	0.84
5452	one_class_svm	savee	robust	False	all	all	False	"{""mode"": ""all""}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.81	0.88	0.73	0.46	81.0	16.0	14.0	9.0	0.81	0.9
5453	one_class_svm	savee	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.88	0.92	0.84	0.67	82.0	23.0	7.0	8.0	0.93	0.98
5454	one_class_svm	savee	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.8	0.87	0.71	0.43	81.0	15.0	15.0	9.0	0.8	0.89
5455	one_class_svm	savee	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""gamma"": 0.01, ""kernel"": ""rbf"", ""nu"": 0.1}"	0.36	0.27	0.35	0.16	14.0	29.0	1.0	76.0	0.67	0.85
