	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
5247	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_2_std"", ""chroma_5_mean"", ""mfcc_delta_6_std"", ""mfcc_6_std"", ""mfcc_7_mean"", ""hnr"", ""mfcc_delta_3_std"", ""mfcc_delta_13_std"", ""mfcc_7_std"", ""mfcc_1_std"", ""zcr_mean"", ""mfcc_delta2_3_std"", ""spec_rolloff_mean"", ""mfcc_delta2_13_std"", ""spectral_contrast_7_mean"", ""mfcc_4_std"", ""mfcc_delta_5_std"", ""mfcc_8_mean"", ""mfcc_3_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 1, ""1"": 14}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.76	0.98
5252	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_delta_13_mean"", ""shimmer"", ""mfcc_delta_12_mean"", ""mfcc_delta2_4_mean"", ""chroma_10_mean"", ""mfcc_delta2_5_mean"", ""chroma_11_mean"", ""chroma_7_mean"", ""chroma_6_mean"", ""chroma_8_mean"", ""mfcc_delta2_6_mean"", ""mfcc_delta_7_mean"", ""mfcc_delta_4_std"", ""mfcc_delta_5_mean"", ""chroma_5_mean"", ""mfcc_delta2_9_std"", ""mfcc_delta_12_std"", ""mfcc_delta_5_std"", ""mfcc_delta_2_mean"", ""mfcc_delta_7_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 1, ""1"": 14}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.96	0.48	-0.02	279.0	0.0	20.0	1.0	0.61	0.96
5833	random_forest	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""spec_centroid_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""chroma_12_mean"", ""chroma_10_mean"", ""chroma_1_mean"", ""mfcc_2_std"", ""hnr"", ""spec_rolloff_mean"", ""mfcc_11_mean"", ""mfcc_delta2_1_mean"", ""chroma_2_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.85	0.51	0.13	87.0	3.0	27.0	3.0	0.94	0.98
5838	random_forest	savee	robust	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""F0_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""chroma_10_mean"", ""spectral_contrast_7_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_5_mean"", ""hnr"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_2_std"", ""spec_rolloff_mean"", ""spec_bandwidth_mean"", ""mfcc_delta_1_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.73	0.85	0.42	-0.08	88.0	0.0	30.0	2.0	0.91	0.98
5843	random_forest	savee	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""spec_centroid_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""chroma_12_mean"", ""chroma_10_mean"", ""chroma_1_mean"", ""mfcc_2_std"", ""hnr"", ""spec_rolloff_mean"", ""mfcc_11_mean"", ""mfcc_delta2_1_mean"", ""chroma_2_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.85	0.51	0.13	87.0	3.0	27.0	3.0	0.94	0.98
5848	random_forest	savee	standard	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""F0_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""chroma_10_mean"", ""spectral_contrast_7_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_5_mean"", ""hnr"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_2_std"", ""spec_rolloff_mean"", ""spec_bandwidth_mean"", ""mfcc_delta_1_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.73	0.85	0.42	-0.08	88.0	0.0	30.0	2.0	0.91	0.98
5854	xgb_classifier	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""chroma_6_mean"", ""mfcc_2_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_13_std"", ""mfcc_10_mean"", ""chroma_5_mean"", ""mfcc_5_mean"", ""mfcc_delta2_6_std"", ""mfcc_delta2_8_std"", ""mfcc_5_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_4_mean"", ""mfcc_delta2_3_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.87	0.91	0.83	0.66	80.0	24.0	6.0	10.0	0.93	0.98
5859	xgb_classifier	savee	robust	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""spectral_contrast_2_mean"", ""energy_std"", ""chroma_10_mean"", ""F0_mean"", ""mfcc_2_mean"", ""chroma_11_mean"", ""F0_std"", ""mfcc_5_std"", ""mfcc_delta_3_std"", ""spectral_contrast_3_mean"", ""mfcc_delta2_7_std"", ""mfcc_11_mean"", ""chroma_9_mean"", ""mfcc_delta_13_std"", ""spectral_contrast_5_mean"", ""mfcc_5_mean"", ""mfcc_delta_1_std"", ""spectral_contrast_7_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.73	0.84	0.48	0.04	86.0	2.0	28.0	4.0	0.88	0.96
5864	xgb_classifier	savee	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""chroma_6_mean"", ""mfcc_2_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_13_std"", ""mfcc_10_mean"", ""chroma_5_mean"", ""mfcc_5_mean"", ""mfcc_delta2_6_std"", ""mfcc_delta2_8_std"", ""mfcc_5_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_4_mean"", ""mfcc_delta2_3_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.87	0.91	0.83	0.66	80.0	24.0	6.0	10.0	0.93	0.98
5869	xgb_classifier	savee	standard	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""spectral_contrast_2_mean"", ""energy_std"", ""chroma_10_mean"", ""F0_mean"", ""mfcc_2_mean"", ""chroma_11_mean"", ""F0_std"", ""mfcc_5_std"", ""mfcc_delta_3_std"", ""spectral_contrast_3_mean"", ""mfcc_delta2_7_std"", ""mfcc_11_mean"", ""chroma_9_mean"", ""mfcc_delta_13_std"", ""spectral_contrast_5_mean"", ""mfcc_5_mean"", ""mfcc_delta_1_std"", ""spectral_contrast_7_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.73	0.84	0.48	0.04	86.0	2.0	28.0	4.0	0.88	0.96
5874	xgb_classifier	savee	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""chroma_6_mean"", ""mfcc_2_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_13_std"", ""mfcc_10_mean"", ""chroma_5_mean"", ""mfcc_5_mean"", ""mfcc_delta2_6_std"", ""mfcc_delta2_8_std"", ""mfcc_5_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_4_mean"", ""mfcc_delta2_3_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.87	0.91	0.83	0.66	80.0	24.0	6.0	10.0	0.93	0.98
5879	xgb_classifier	savee	none	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""spectral_contrast_2_mean"", ""energy_std"", ""chroma_10_mean"", ""F0_mean"", ""mfcc_2_mean"", ""chroma_11_mean"", ""F0_std"", ""mfcc_5_std"", ""mfcc_delta_3_std"", ""spectral_contrast_3_mean"", ""mfcc_delta2_7_std"", ""mfcc_11_mean"", ""chroma_9_mean"", ""mfcc_delta_13_std"", ""spectral_contrast_5_mean"", ""mfcc_5_mean"", ""mfcc_delta_1_std"", ""spectral_contrast_7_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.73	0.84	0.48	0.04	86.0	2.0	28.0	4.0	0.88	0.96
5884	xgb_classifier	ravdess	robust	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_delta2_3_std"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_11_mean"", ""mfcc_10_std"", ""mfcc_12_mean"", ""mfcc_2_std"", ""mfcc_8_std"", ""chroma_5_mean"", ""mfcc_4_mean"", ""spectral_contrast_3_mean"", ""F0_std"", ""jitter"", ""mfcc_1_std"", ""mfcc_7_std"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.6	0.73	0.46	0.17	164.0	15.0	5.0	116.0	0.71	0.98
5889	xgb_classifier	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_7_mean"", ""spectral_contrast_1_mean"", ""mfcc_delta2_5_std"", ""energy_std"", ""mfcc_1_std"", ""mfcc_3_mean"", ""hnr"", ""mfcc_delta_2_std"", ""mfcc_delta_2_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta2_1_std"", ""mfcc_delta2_11_std"", ""mfcc_delta_1_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.81	0.89	0.61	0.33	227.0	15.0	5.0	53.0	0.85	0.99
5894	xgb_classifier	ravdess	standard	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_delta2_3_std"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_11_mean"", ""mfcc_10_std"", ""mfcc_12_mean"", ""mfcc_2_std"", ""mfcc_8_std"", ""chroma_5_mean"", ""mfcc_4_mean"", ""spectral_contrast_3_mean"", ""F0_std"", ""jitter"", ""mfcc_1_std"", ""mfcc_7_std"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.6	0.73	0.46	0.17	164.0	15.0	5.0	116.0	0.71	0.98
5899	xgb_classifier	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_7_mean"", ""spectral_contrast_1_mean"", ""mfcc_delta2_5_std"", ""energy_std"", ""mfcc_1_std"", ""mfcc_3_mean"", ""hnr"", ""mfcc_delta_2_std"", ""mfcc_delta_2_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta2_1_std"", ""mfcc_delta2_11_std"", ""mfcc_delta_1_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.81	0.89	0.61	0.33	227.0	15.0	5.0	53.0	0.85	0.99
5904	xgb_classifier	ravdess	none	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_delta2_3_std"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_11_mean"", ""mfcc_10_std"", ""mfcc_12_mean"", ""mfcc_2_std"", ""mfcc_8_std"", ""chroma_5_mean"", ""mfcc_4_mean"", ""spectral_contrast_3_mean"", ""F0_std"", ""jitter"", ""mfcc_1_std"", ""mfcc_7_std"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.6	0.73	0.46	0.17	164.0	15.0	5.0	116.0	0.71	0.98
5909	xgb_classifier	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_7_mean"", ""spectral_contrast_1_mean"", ""mfcc_delta2_5_std"", ""energy_std"", ""mfcc_1_std"", ""mfcc_3_mean"", ""hnr"", ""mfcc_delta_2_std"", ""mfcc_delta_2_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta2_1_std"", ""mfcc_delta2_11_std"", ""mfcc_delta_1_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.81	0.89	0.61	0.33	227.0	15.0	5.0	53.0	0.85	0.99
5914	xgb_classifier	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_12_std"", ""spectral_contrast_7_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_3_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta2_8_mean"", ""mfcc_3_std"", ""mfcc_delta2_3_std"", ""mfcc_delta2_6_std"", ""mfcc_10_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.85	0.9	0.79	0.58	83.0	19.0	11.0	7.0	0.92	0.98
5919	xgb_classifier	savee	robust	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""mfcc_2_mean"", ""F0_std"", ""F0_mean"", ""chroma_11_mean"", ""mfcc_5_std"", ""chroma_10_mean"", ""mfcc_delta_3_std"", ""mfcc_11_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""chroma_9_mean"", ""mfcc_delta2_7_std"", ""spectral_contrast_5_mean"", ""spec_centroid_mean"", ""mfcc_5_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.75	0.86	0.46	0.08	89.0	1.0	29.0	1.0	0.89	0.96
5924	xgb_classifier	savee	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_12_std"", ""spectral_contrast_7_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_3_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta2_8_mean"", ""mfcc_3_std"", ""mfcc_delta2_3_std"", ""mfcc_delta2_6_std"", ""mfcc_10_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.85	0.9	0.79	0.58	83.0	19.0	11.0	7.0	0.92	0.98
5929	xgb_classifier	savee	standard	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""mfcc_2_mean"", ""F0_std"", ""F0_mean"", ""chroma_11_mean"", ""mfcc_5_std"", ""chroma_10_mean"", ""mfcc_delta_3_std"", ""mfcc_11_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""chroma_9_mean"", ""mfcc_delta2_7_std"", ""spectral_contrast_5_mean"", ""spec_centroid_mean"", ""mfcc_5_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.75	0.86	0.46	0.08	89.0	1.0	29.0	1.0	0.89	0.96
5934	xgb_classifier	savee	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""mfcc_2_std"", ""mfcc_delta_12_std"", ""spectral_contrast_7_mean"", ""F0_mean"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_3_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta2_8_mean"", ""mfcc_3_std"", ""mfcc_delta2_3_std"", ""mfcc_delta2_6_std"", ""mfcc_10_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.85	0.9	0.79	0.58	83.0	19.0	11.0	7.0	0.92	0.98
5939	xgb_classifier	savee	none	False	explicit	all	20	"{""columns"": [""energy_mean"", ""zcr_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""mfcc_2_mean"", ""F0_std"", ""F0_mean"", ""chroma_11_mean"", ""mfcc_5_std"", ""chroma_10_mean"", ""mfcc_delta_3_std"", ""mfcc_11_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta_1_std"", ""chroma_9_mean"", ""mfcc_delta2_7_std"", ""spectral_contrast_5_mean"", ""spec_centroid_mean"", ""mfcc_5_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.75	0.86	0.46	0.08	89.0	1.0	29.0	1.0	0.89	0.96
5944	xgb_classifier	ravdess	robust	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""mfcc_delta2_3_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""mfcc_3_mean"", ""mfcc_10_std"", ""mfcc_8_std"", ""jitter"", ""mfcc_5_std"", ""mfcc_4_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""shimmer"", ""F0_std"", ""mfcc_delta_4_std"", ""mfcc_6_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.59	0.72	0.46	0.16	162.0	15.0	5.0	118.0	0.69	0.97
5949	xgb_classifier	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_3_mean"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""spectral_contrast_7_mean"", ""energy_std"", ""spectral_contrast_3_mean"", ""mfcc_5_mean"", ""mfcc_delta2_5_std"", ""mfcc_3_std"", ""hnr"", ""mfcc_delta2_11_std"", ""zcr_mean"", ""mfcc_delta2_10_std"", ""mfcc_delta_10_mean"", ""mfcc_delta_2_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.86	0.92	0.63	0.3	247.0	11.0	9.0	33.0	0.84	0.99
5954	xgb_classifier	ravdess	standard	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""mfcc_delta2_3_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""mfcc_3_mean"", ""mfcc_10_std"", ""mfcc_8_std"", ""jitter"", ""mfcc_5_std"", ""mfcc_4_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""F0_std"", ""shimmer"", ""mfcc_delta_4_std"", ""mfcc_6_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.59	0.72	0.46	0.16	162.0	15.0	5.0	118.0	0.69	0.97
5959	xgb_classifier	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_3_mean"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""spectral_contrast_7_mean"", ""energy_std"", ""spectral_contrast_3_mean"", ""mfcc_5_mean"", ""mfcc_delta2_5_std"", ""mfcc_3_std"", ""hnr"", ""mfcc_delta2_11_std"", ""zcr_mean"", ""mfcc_delta2_10_std"", ""mfcc_delta_10_mean"", ""mfcc_delta_2_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.86	0.92	0.63	0.3	247.0	11.0	9.0	33.0	0.84	0.99
5964	xgb_classifier	ravdess	none	True	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""mfcc_delta2_3_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""mfcc_3_mean"", ""mfcc_10_std"", ""mfcc_8_std"", ""jitter"", ""mfcc_5_std"", ""mfcc_4_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""shimmer"", ""F0_std"", ""mfcc_delta_4_std"", ""mfcc_6_std""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.59	0.72	0.46	0.16	162.0	15.0	5.0	118.0	0.69	0.97
5969	xgb_classifier	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""F0_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_3_mean"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""spectral_contrast_7_mean"", ""energy_std"", ""spectral_contrast_3_mean"", ""mfcc_5_mean"", ""mfcc_delta2_5_std"", ""mfcc_3_std"", ""hnr"", ""mfcc_delta2_11_std"", ""zcr_mean"", ""mfcc_delta2_10_std"", ""mfcc_delta_10_mean"", ""mfcc_delta_2_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.86	0.92	0.63	0.3	247.0	11.0	9.0	33.0	0.84	0.99
5974	xgb_classifier	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""spectral_contrast_2_mean"", ""zcr_mean"", ""F0_mean"", ""mfcc_delta_8_std"", ""mfcc_2_std"", ""mfcc_delta2_7_std"", ""mfcc_3_std"", ""mfcc_delta_12_std"", ""spectral_contrast_7_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta2_13_std"", ""chroma_6_mean"", ""chroma_5_mean"", ""mfcc_5_mean"", ""mfcc_delta2_6_std"", ""mfcc_5_std"", ""mfcc_delta2_8_mean"", ""mfcc_10_mean""], ""mode"": ""explicit""}"	"{""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100, ""n_jobs"": -1, ""random_state"": 42, ""scale_pos_weight"": 0.07}"	0.89	0.92	0.87	0.74	80.0	27.0	3.0	10.0	0.93	0.98
